iter	Passed	Remaining
3170	697659	5462686
3171	697833	5462112
3172	697986	5461362
3173	698169	5460857
3174	698342	5460270
3175	698507	5459615
3176	698677	5459006
3177	698847	5458398
3178	699614	5462447
3179	700394	5466598
3180	701157	5470618
3181	701898	5474457
3182	702668	5478520
3183	702955	5478812
3184	703109	5478071
3185	703260	5477308
3186	703413	5476563
3187	703581	5475932
3188	703735	5475186
3189	703908	5474597
3190	704071	5473932
3191	704225	5473191
3192	704375	5472421
3193	704533	5471716
3194	704691	5471004
3195	704833	5470181
3196	704977	5469362
3197	705685	5472925
3198	706435	5476805
3199	707198	5480792
3200	707939	5484595
3201	708716	5488677
3202	709441	5492357
3203	709778	5493032
3204	709923	5492217
3205	710063	5491364
3206	710206	5490537
3207	710383	5489972
3208	710524	5489127
3209	710660	5488247
3210	710795	5487362
3211	710937	5486521
3212	711619	5489857
3213	712348	5493549
3214	713042	5496971
3215	713775	5500689
3216	714532	5504588
3217	715274	5508372
3218	715999	5512014
3219	716751	5515869
3220	717524	5519880
3221	718378	5524516
3222	719195	5528858
3223	719965	5532835
3224	720646	5536131
3225	720838	5535667
3226	720975	5534774
3227	721111	5533879
3228	721249	5533006
3229	721385	5532111
3230	721516	5531181
3231	721653	5530298
3232	721789	5529400
3233	721933	5528575
3234	722067	5527670
3235	722200	5526756
3236	722341	5525900
3237	722741	5527033
3238	723476	5530722
3239	724190	5534243
3240	724937	5538024
3241	725621	5541315
3242	726413	5545423
3243	727104	5548767
3244	727745	5551719
3245	728495	5555509
3246	729187	5558847
3247	729913	5562440
3248	730631	5565980
3249	731404	5569924
3250	732136	5573559
3251	732807	5576726
3252	733533	5580309
3253	734262	5583917
3254	735030	5587815
3255	735749	5591330
3256	736464	5594822
3257	737178	5598304
3258	737894	5601792
3259	738631	5605443
3260	739363	5609049
3261	740078	5612529
3262	740795	5616013
3263	741518	5619543
3264	742187	5622669
3265	742962	5626585
3266	743661	5629931
3267	744407	5633622
3268	745147	5637268
3269	745889	5640932
3270	746627	5644557
3271	747347	5648048
3272	748109	5651849
3273	748875	5655676
3274	749542	5658757
3275	750247	5662125
3276	750980	5665695
3277	751643	5668741
3278	752358	5672170
3279	753101	5675816
3280	753875	5679684
3281	754591	5683114
3282	755290	5686421
3283	755979	5689643
3284	756720	5693259
3285	757464	5696890
3286	758184	5700335
3287	758910	5703828
3288	759719	5707942
3289	760455	5711502
3290	761184	5715011
3291	761904	5718446
3292	762608	5721761
3293	763391	5725667
3294	764112	5729105
3295	764888	5732949
3296	765645	5736653
3297	766353	5739985
3298	767198	5744336
3299	767945	5747955
3300	768681	5751490
3301	769448	5755253
3302	770185	5758784
3303	771008	5762960
3304	771710	5766232
3305	772482	5770018
3306	773216	5773520
3307	774103	5778165
3308	774828	5781595
3309	775538	5784909
3310	776283	5788483
3311	777053	5792236
3312	777776	5795646
3313	778562	5799513
3314	779319	5803166
3315	780113	5807090
3316	780866	5810712
3317	781631	5814416
3318	782457	5818571
3319	783287	5822754
3320	784049	5826427
3321	784792	5829953
3322	785499	5833216
3323	786232	5836666
3324	786452	5836307
3325	786608	5835473
3326	786751	5834540
3327	786888	5833565
3328	787029	5832624
3329	787167	5831658
3330	787310	5830731
3331	787460	5829853
3332	787600	5828901
3333	787778	5828236
3334	787950	5827527
3335	788110	5826725
3336	788323	5826317
3337	789047	5829688
3338	789807	5833316
3339	790531	5836681
3340	791267	5840127
3341	791985	5843438
3342	792702	5846744
3343	793469	5850412
3344	794207	5853863
3345	795035	5857983
3346	795824	5861807
3347	796529	5865008
3348	797220	5868107
3349	797919	5871257
3350	798676	5874835
3351	799437	5878439
3352	800163	5881789
3353	800925	5885394
3354	801673	5888893
3355	802386	5892138
3356	803094	5895343
3357	803828	5898728
3358	804559	5902102
3359	805253	5905191
3360	806005	5908710
3361	806739	5912089
3362	807422	5915093
3363	808162	5918514
3364	808895	5921886
3365	809584	5924925
3366	810308	5928226
3367	811006	5931327
3368	811821	5935286
3369	812607	5939027
3370	813360	5942522
3371	814172	5946453
3372	814968	5950259
3373	815745	5953929
3374	816558	5957850
3375	817419	5962123
3376	818247	5966152
3377	819081	5970223
3378	819826	5973647
3379	820557	5976961
3380	821334	5980610
3381	822078	5984012
3382	822864	5987722
3383	823692	5991728
3384	824453	5995253
3385	825183	5998540
3386	825930	6001956
3387	826634	6005053
3388	827381	6008467
3389	828167	6012157
3390	828893	6015405
3391	829691	6019174
3392	830410	6022372
3393	831048	6024981
3394	831190	6023988
3395	831328	6022967
3396	831445	6021801
3397	831574	6020720
3398	831679	6019462
3399	831787	6018226
3400	831890	6016956
3401	832222	6017348
3402	832440	6016909
3403	832621	6016206
3404	832806	6015528
3405	832981	6014781
3406	833169	6014128
3407	833370	6013567
3408	833593	6013171
3409	834340	6016549
3410	835144	6020335
3411	835882	6023648
3412	836609	6026870
3413	837264	6029582
3414	838017	6032992
3415	838732	6036120
3416	839452	6039292
3417	840167	6042421
3418	840866	6045432
3419	841621	6048847
3420	842323	6051875
3421	843059	6055148
3422	843822	6058612
3423	844562	6061904
3424	845303	6065208
3425	845971	6067982
3426	846661	6070913
3427	847333	6073707
3428	848012	6076556
3429	848745	6079786
3430	849520	6083320
3431	850232	6086396
3432	850983	6089752
3433	851751	6093224
3434	852538	6096829
3435	853254	6099926
3436	854030	6103450
3437	854807	6106973
3438	855512	6109989
3439	856208	6112929
3440	856856	6115529
3441	857585	6118703
3442	858289	6121697
3443	858996	6124713
3444	859710	6127774
3445	860413	6130760
3446	861169	6134115
3447	861939	6137568
3448	862722	6141114
3449	863504	6144649
3450	864208	6147623
3451	864963	6150966
3452	865790	6154812
3453	866502	6157839
3454	867278	6161315
3455	867989	6164329
3456	868760	6167771
3457	869490	6170918
3458	870253	6174293
3459	871013	6177647
3460	871745	6180805
3461	872483	6183998
3462	873221	6187188
3463	873984	6190557
3464	874856	6194691
3465	875640	6198199
3466	876395	6201500
3467	877107	6204495
3468	877855	6207746
3469	878636	6211225
3470	879430	6214791
3471	880186	6218094
3472	880944	6221403
3473	881716	6224803
3474	882466	6228057
3475	883242	6231486
3476	884040	6235065
3477	884719	6237806
3478	884902	6237046
3479	885040	6235977
3480	885195	6235023
3481	885339	6233987
3482	885485	6232974
3483	885623	6231900
3484	885767	6230871
3485	885912	6229847
3486	886038	6228694
3487	886187	6227701
3488	886819	6230103
3489	887513	6232939
3490	888267	6236195
3491	889030	6239510
3492	889853	6243242
3493	890616	6246550
3494	891422	6250157
3495	892146	6253192
3496	892781	6255599
3497	892950	6254735
3498	893098	6253733
3499	893253	6252777
3500	893414	6251859
3501	893584	6251011
3502	893752	6250144
3503	893917	6249260
3504	894093	6248449
3505	894250	6247507
3506	894419	6246652
3507	895147	6249704
3508	895919	6253050
3509	896640	6256050
3510	897383	6259189
3511	898131	6262371
3512	898997	6266369
3513	899867	6270389
3514	900673	6273966
3515	901484	6277575
3516	902168	6280291
3517	902390	6279794
3518	902519	6278651
3519	902670	6277664
3520	902801	6276533
3521	902946	6275504
3522	903107	6274585
3523	903249	6273531
3524	903398	6272534
3525	903544	6271510
3526	903708	6270615
3527	903862	6269648
3528	904017	6268688
3529	904189	6267850
3530	904628	6268864
3531	905350	6271830
3532	906040	6274579
3533	906727	6277305
3534	907422	6280084
3535	908179	6283290
3536	908904	6286268
3537	909584	6288937
3538	910397	6292522
3539	911125	6295516
3540	911848	6298473
3541	912631	6301848
3542	913432	6305343
3543	914221	6308747
3544	915014	6312180
3545	915781	6315431
3546	916523	6318505
3547	917256	6321523
3548	917992	6324549
3549	918775	6327907
3550	919465	6330611
3551	919648	6329831
3552	919798	6328825
3553	919943	6327785
3554	920090	6326751
3555	920239	6325742
3556	920384	6324703
3557	920527	6323647
3558	920661	6322531
3559	920795	6321413
3560	920935	6320341
3561	921077	6319285
3562	921221	6318242
3563	921790	6320106
3564	922571	6323431
3565	923342	6326684
3566	924162	6330269
3567	924907	6333332
3568	925632	6336267
3569	926353	6339160
3570	927104	6342263
3571	927416	6342367
3572	927567	6341360
3573	927699	6340234
3574	927832	6339107
3575	927990	6338152
3576	928152	6337230
3577	928302	6336222
3578	928464	6335295
3579	928618	6334317
3580	928792	6333480
3581	928949	6332519
3582	929104	6331552
3583	929284	6330747
3584	930018	6333722
3585	930757	6336729
3586	931535	6339998
3587	932274	6343002
3588	933027	6346096
3589	933777	6349164
3590	934514	6352146
3591	935276	6355296
3592	936060	6358594
3593	936789	6361516
3594	937123	6361750
3595	937255	6360619
3596	937381	6359444
3597	937507	6358269
3598	937621	6357015
3599	938074	6358057
3600	938807	6361001
3601	939594	6364304
3602	940337	6367310
3603	941076	6370283
3604	941853	6373512
3605	942593	6376491
3606	943115	6377994
3607	943261	6376952
3608	943400	6375857
3609	943541	6374782
3610	943676	6373673
3611	943813	6372567
3612	944513	6375269
3613	945277	6378396
3614	946023	6381405
3615	946813	6384706
3616	947494	6387272
3617	948176	6389837
3618	948927	6392871
3619	949675	6395879
3620	950402	6398744
3621	951117	6401533
3622	951862	6404510
3623	952553	6407132
3624	953252	6409803
3625	954034	6413024
3626	954777	6415987
3627	955515	6418911
3628	956239	6421748
3629	956927	6424329
3630	957632	6427029
3631	958340	6429747
3632	959149	6433141
3633	959922	6436289
3634	960719	6439594
3635	961524	6442956
3636	962276	6445954
3637	962990	6448703
3638	963755	6451786
3639	964490	6454666
3640	965188	6457300
3641	965966	6460465
3642	966759	6463730
3643	967481	6466513
3644	968235	6469511
3645	968964	6472345
3646	969802	6475894
3647	970544	6478810
3648	971317	6481929
3649	972015	6484540
3650	972762	6487478
3651	973289	6488952
3652	973452	6487993
3653	973594	6486901
3654	973751	6485906
3655	973913	6484939
3656	974077	6483993
3657	974241	6483045
3658	974409	6482125
3659	974575	6481191
3660	974730	6480184
3661	975251	6481611
3662	976101	6485223
3663	976872	6488307
3664	977694	6491733
3665	978440	6494646
3666	979191	6497592
3667	979909	6500315
3668	980651	6503200
3669	981407	6506167
3670	982159	6509112
3671	982415	6508768
3672	982552	6507640
3673	982682	6506459
3674	982820	6505333
3675	982966	6504266
3676	983129	6503304
3677	983291	6502345
3678	983464	6501448
3679	983606	6500357
3680	983758	6499325
3681	983915	6498328
3682	984394	6499460
3683	985233	6502971
3684	985949	6505659
3685	986715	6508682
3686	987445	6511462
3687	988174	6514237
3688	988944	6517275
3689	989722	6520363
3690	990521	6523592
3691	991270	6526487
3692	992000	6529258
3693	992567	6530955
3694	992708	6529847
3695	992843	6528700
3696	992985	6527594
3697	993140	6526580
3698	993293	6525551
3699	993448	6524543
3700	993591	6523446
3701	993740	6522393
3702	993886	6521323
3703	994047	6520350
3704	994211	6519400
3705	994368	6518401
3706	994717	6518657
3707	995400	6521107
3708	996125	6523829
3709	996804	6526245
3710	997518	6528892
3711	998257	6531704
3712	998979	6534397
3713	999742	6537360
3714	1000483	6540171
3715	1001206	6542868
3716	1001884	6545266
3717	1002574	6547747
3718	1003279	6550314
3719	1004005	6553026
3720	1004783	6556068
3721	1005518	6558830
3722	1006197	6561230
3723	1006866	6563559
3724	1007623	6566459
3725	1008386	6569396
3726	1009202	6572676
3727	1009977	6575689
3728	1010671	6578170
3729	1011396	6580854
3730	1012160	6583787
3731	1012881	6586446
3732	1013642	6589357
3733	1014383	6592137
3734	1015138	6595000
3735	1015853	6597612
3736	1016576	6600267
3737	1017240	6602539
3738	1017947	6605087
3739	1018716	6608037
3740	1019477	6610930
3741	1020207	6613627
3742	1020948	6616391
3743	1021706	6619257
3744	1022460	6622107
3745	1022670	6621421
3746	1022838	6620468
3747	1022983	6619369
3748	1023131	6618287
3749	1023276	6617186
3750	1023431	6616153
3751	1023575	6615046
3752	1023731	6614017
3753	1023899	6613069
3754	1024076	6612178
3755	1024238	6611191
3756	1024420	6610336
3757	1025215	6613432
3758	1026045	6616748
3759	1026782	6619469
3760	1027560	6622449
3761	1028273	6625008
3762	1029000	6627658
3763	1029742	6630404
3764	1030480	6633122
3765	1031249	6636034
3766	1032020	6638954
3767	1032515	6640107
3768	1032685	6639159
3769	1032821	6637999
3770	1032949	6636786
3771	1033081	6635601
3772	1033233	6634544
3773	1033386	6633495
3774	1033539	6632450
3775	1033692	6631398
3776	1033831	6630265
3777	1033980	6629189
3778	1034134	6628148
3779	1034428	6628007
3780	1035143	6630560
3781	1035864	6633145
3782	1036574	6635664
3783	1037361	6638672
3784	1038171	6641831
3785	1038874	6644294
3786	1039603	6646929
3787	1040313	6649435
3788	1041065	6652210
3789	1041785	6654784
3790	1042589	6657885
3791	1043299	6660389
3792	1044049	6663143
3793	1044747	6665566
3794	1045448	6668006
3795	1046223	6670913
3796	1046881	6673075
3797	1047561	6675375
3798	1048244	6677694
3799	1048941	6680102
3800	1049656	6682622
3801	1050389	6685252
3802	1051114	6687830
3803	1051810	6690221
3804	1052504	6692597
3805	1053220	6695116
3806	1054008	6698087
3807	1054816	6701187
3808	1055637	6704365
3809	1056377	6707024
3810	1057131	6709774
3811	1057821	6712117
3812	1058538	6714628
3813	1059235	6717008
3814	1059977	6719672
3815	1060721	6722353
3816	1061506	6725284
3817	1062238	6727880
3818	1062958	6730401
3819	1063773	6733518
3820	1064493	6736037
3821	1065218	6738580
3822	1065995	6741451
3823	1066747	6744163
3824	1067504	6746909
3825	1068199	6749258
3826	1068944	6751918
3827	1069681	6754530
3828	1070416	6757127
3829	1071171	6759844
3830	1071997	6763017
3831	1072808	6766086
3832	1073516	6768501
3833	1074244	6771049
3834	1074982	6773650
3835	1075674	6775964
3836	1075954	6775678
3837	1076090	6774490
3838	1076218	6773249
3839	1076362	6772113
3840	1076498	6770928
3841	1076635	6769744
3842	1076777	6768599
3843	1076915	6767420
3844	1077055	6766259
3845	1077194	6765095
3846	1077337	6763955
3847	1077476	6762786
3848	1077620	6761656
3849	1077775	6760591
3850	1077917	6759446
3851	1078658	6762059
3852	1079370	6764484
3853	1080083	6766913
3854	1080766	6769161
3855	1081465	6771499
3856	1082143	6773709
3857	1082833	6775990
3858	1083506	6778162
3859	1084189	6780399
3860	1084885	6782712
3861	1085630	6785333
3862	1086291	6787426
3863	1086988	6789737
3864	1087726	6792308
3865	1088537	6795335
3866	1089307	6798100
3867	1089989	6800319
3868	1090657	6802445
3869	1091353	6804743
3870	1092081	6807242
3871	1092789	6809611
3872	1093548	6812301
3873	1094296	6814916
3874	1095059	6817626
3875	1095788	6820125
3876	1096524	6822664
3877	1097258	6825188
3878	1097991	6827700
3879	1098761	6830445
3880	1099451	6832691
3881	1100151	6834998
3882	1100866	6837395
3883	1101545	6839566
3884	1102208	6841638
3885	1102976	6844359
3886	1103697	6846783
3887	1104456	6849446
3888	1105235	6852234
3889	1105966	6854718
3890	1106681	6857104
3891	1107434	6859719
3892	1108247	6862710
3893	1109024	6865468
3894	1109749	6867909
3895	1110514	6870598
3896	1111247	6873080
3897	1112033	6875893
3898	1112718	6878080
3899	1113440	6880492
3900	1114217	6883244
3901	1115010	6886087
3902	1115708	6888350
3903	1116413	6890649
3904	1117145	6893114
3905	1117950	6896033
3906	1118661	6898364
3907	1119427	6901035
3908	1120214	6903832
3909	1120913	6906088
3910	1121633	6908471
3911	1122372	6910966
3912	1123129	6913578
3913	1123915	6916357
3914	1124685	6919042
3915	1125478	6921867
3916	1126242	6924506
3917	1126917	6926599
3918	1127674	6929197
3919	1128418	6931715
3920	1129099	6933840
3921	1129889	6936635
3922	1130388	6937638
3923	1130533	6936475
3924	1130672	6935271
3925	1130819	6934117
3926	1130971	6932993
3927	1131122	6931867
3928	1131272	6930732
3929	1131428	6929640
3930	1131591	6928586
3931	1131750	6927508
3932	1131911	6926448
3933	1132062	6925323
3934	1132226	6924274
3935	1132934	6926561
3936	1133630	6928764
3937	1134317	6930913
3938	1135010	6933104
3939	1135649	6934958
3940	1136327	6937049
3941	1137019	6939222
3942	1137714	6941412
3943	1138386	6943465
3944	1139038	6945392
3945	1139660	6947135
3946	1140390	6949532
3947	1141115	6951903
3948	1141847	6954308
3949	1142562	6956613
3950	1143246	6958730
3951	1143935	6960873
3952	1144622	6963000
3953	1145302	6965086
3954	1146045	6967552
3955	1146734	6969689
3956	1147392	6971632
3957	1148059	6973635
3958	1148730	6975655
3959	1149429	6977849
3960	1150134	6980079
3961	1150788	6981989
3962	1151498	6984248
3963	1152266	6986851
3964	1152693	6987387
3965	1152831	6986170
3966	1152963	6984920
3967	1153099	6983690
3968	1153231	6982442
3969	1153366	6981206
3970	1153499	6979965
3971	1153644	6978794
3972	1153812	6977765
3973	1153944	6976514
3974	1154095	6975383
3975	1154237	6974193
3976	1154382	6973027
3977	1154542	6971953
3978	1154684	6970766
3979	1155035	6970842
3980	1155801	6973421
3981	1156548	6975889
3982	1157163	6977551
3983	1157379	6976812
3984	1157497	6975483
3985	1157611	6974132
3986	1157714	6972712
3987	1157813	6971265
3988	1158058	6970704
3989	1158360	6970483
3990	1158656	6970230
3991	1159032	6970452
3992	1159403	6970647
3993	1159759	6970755
3994	1160139	6971002
3995	1160487	6971057
3996	1160885	6971411
3997	1161251	6971574
3998	1161627	6971801
3999	1161994	6971966
4000	1162357	6972109
4001	1162718	6972246
4002	1163122	6972632
4003	1163496	6972839
4004	1163868	6973041
4005	1164125	6972546
4006	1164545	6973033
4007	1164946	6973399
4008	1165315	6973578
4009	1165674	6973701
4010	1166042	6973871
4011	1166426	6974138
4012	1166814	6974428
4013	1167188	6974633
4014	1167568	6974879
4015	1167930	6975009
4016	1168276	6975052
4017	1168620	6975075
4018	1169010	6975375
4019	1169406	6975712
4020	1169728	6975605
4021	1169931	6974792
4022	1170355	6975294
4023	1170731	6975509
4024	1171067	6975488
4025	1171438	6975677
4026	1171793	6975766
4027	1172134	6975771
4028	1172526	6976082
4029	1172865	6976073
4030	1173251	6976350
4031	1173629	6976576
4032	1173983	6976655
4033	1174409	6977168
4034	1174757	6977212
4035	1175154	6977553
4036	1175566	6977977
4037	1175965	6978327
4038	1176347	6978576
4039	1176722	6978781
4040	1177097	6978987
4041	1177487	6979279
4042	1177877	6979574
4043	1178225	6979615
4044	1178582	6979714
4045	1178974	6980018
4046	1179340	6980167
4047	1179731	6980466
4048	1180125	6980783
4049	1180517	6981087
4050	1180880	6981215
4051	1181262	6981461
4052	1181642	6981689
4053	1182035	6981997
4054	1182420	6982260
4055	1182788	6982419
4056	1183128	6982411
4057	1183505	6982623
4058	1183878	6982815
4059	1184292	6983240
4060	1184586	6982962
4061	1184965	6983186
4062	1185380	6983622
4063	1185758	6983839
4064	1186106	6983874
4065	1186448	6983878
4066	1186813	6984021
4067	1187176	6984145
4068	1187568	6984444
4069	1187923	6984525
4070	1188294	6984694
4071	1188705	6985105
4072	1189078	6985291
4073	1189461	6985529
4074	1189830	6985694
4075	1190222	6985985
4076	1190605	6986228
4077	1190994	6986505
4078	1191388	6986813
4079	1191762	6987001
4080	1192101	6986983
4081	1192463	6987099
4082	1192855	6987394
4083	1193189	6987343
4084	1193575	6987605
4085	1193987	6988010
4086	1194351	6988141
4087	1194707	6988222
4088	1195013	6988006
4089	1195390	6988209
4090	1195763	6988390
4091	1196138	6988583
4092	1196512	6988768
4093	1196919	6989143
4094	1197307	6989412
4095	1197732	6989893
4096	1198367	6991596
4097	1198638	6991178
4098	1198760	6989893
4099	1198883	6988610
4100	1199001	6987303
4101	1199115	6985973
4102	1199238	6984693
4103	1199372	6983482
4104	1199495	6982200
4105	1199716	6981499
4106	1199917	6980674
4107	1200109	6979797
4108	1200313	6978997
4109	1200557	6978424
4110	1200770	6977668
4111	1200947	6976712
4112	1201132	6975796
4113	1201322	6974914
4114	1201625	6974686
4115	1201812	6973783
4116	1202069	6973289
4117	1202336	6972848
4118	1202556	6972144
4119	1202793	6971530
4120	1203071	6971156
4121	1203256	6970247
4122	1203578	6970130
4123	1203771	6969265
4124	1204004	6968632
4125	1204173	6967628
4126	1204432	6967149
4127	1204634	6966334
4128	1204856	6965638
4129	1205119	6965183
4130	1205302	6964260
4131	1205551	6963720
4132	1205818	6963286
4133	1205997	6962348
4134	1206244	6961795
4135	1206480	6961182
4136	1206706	6960514
4137	1206982	6960130
4138	1207163	6959201
4139	1207478	6959042
4140	1207653	6958079
4141	1207929	6957699
4142	1208203	6957304
4143	1208405	6956498
4144	1208635	6955847
4145	1208846	6955096
4146	1209031	6954191
4147	1209329	6953934
4148	1209522	6953079
4149	1209753	6952438
4150	1210020	6952009
4151	1210192	6951027
4152	1210469	6950656
4153	1210652	6949741
4154	1210832	6948811
4155	1211173	6948804
4156	1211363	6947926
4157	1211586	6947245
4158	1211894	6947046
4159	1212090	6946213
4160	1212330	6945628
4161	1212621	6945334
4162	1212825	6944541
4163	1213052	6943878
4164	1213341	6943574
4165	1213518	6942631
4166	1213737	6941927
4167	1213993	6941430
4168	1214172	6940499
4169	1214494	6940384
4170	1214702	6939618
4171	1214914	6938874
4172	1215109	6938034
4173	1215351	6937458
4174	1215603	6936944
4175	1215768	6935933
4176	1216033	6935495
4177	1216200	6934497
4178	1216514	6934335
4179	1216695	6933419
4180	1216928	6932796
4181	1217150	6932110
4182	1217371	6931420
4183	1217581	6930670
4184	1217881	6930431
4185	1218076	6929593
4186	1218315	6929003
4187	1218497	6928095
4188	1218750	6927590
4189	1218939	6926715
4190	1219163	6926050
4191	1219433	6925636
4192	1219601	6924647
4193	1219868	6924221
4194	1220134	6923788
4195	1220307	6922832
4196	1220553	6922285
4197	1220852	6922042
4198	1221027	6921092
4199	1221242	6920372
4200	1221444	6919581
4201	1221684	6919001
4202	1221964	6918649
4203	1222155	6917793
4204	1222377	6917113
4205	1222566	6916249
4206	1222822	6915763
4207	1223021	6914953
4208	1223284	6914508
4209	1223466	6913605
4210	1223712	6913057
4211	1223908	6912234
4212	1224144	6911636
4213	1224429	6911314
4214	1224632	6910532
4215	1224844	6909794
4216	1225034	6908937
4217	1225278	6908386
4218	1225546	6907969
4219	1225726	6907055
4220	1225969	6906500
4221	1226156	6905625
4222	1226415	6905158
4223	1226622	6904400
4224	1226880	6903923
4225	1227183	6903706
4226	1227348	6902711
4227	1227598	6902192
4228	1227774	6901257
4229	1228029	6900768
4230	1228206	6899846
4231	1228463	6899365
4232	1228669	6898605
4233	1228918	6898080
4234	1229121	6897302
4235	1229294	6896353
4236	1229552	6895883
4237	1229758	6895121
4238	1229972	6894402
4239	1230144	6893454
4240	1230391	6892921
4241	1230563	6891965
4242	1230816	6891468
4243	1231005	6890611
4244	1231180	6889678
4245	1231431	6889172
4246	1231686	6888686
4247	1231879	6887856
4248	1232141	6887406
4249	1232403	6886961
4250	1232598	6886139
4251	1232848	6885625
4252	1233127	6885278
4253	1233289	6884269
4254	1233543	6883779
4255	1233736	6882952
4256	1233999	6882512
4257	1234239	6881945
4258	1234433	6881121
4259	1234695	6880673
4260	1234898	6879898
4261	1235124	6879252
4262	1235354	6878634
4263	1235624	6878231
4264	1235828	6877462
4265	1236077	6876950
4266	1236279	6876172
4267	1236534	6875688
4268	1236746	6874963
4269	1237015	6874559
4270	1237221	6873808
4271	1237452	6873191
4272	1237685	6872585
4273	1237900	6871882
4274	1238129	6871256
4275	1238308	6870353
4276	1238596	6870053
4277	1238771	6869129
4278	1238972	6868349
4279	1239218	6867820
4280	1239453	6867223
4281	1239676	6866568
4282	1239932	6866092
4283	1240139	6865347
4284	1240327	6864498
4285	1240609	6864164
4286	1240811	6863393
4287	1240990	6862492
4288	1241250	6862041
4289	1241485	6861452
4290	1241686	6860672
4291	1241915	6860049
4292	1242099	6859180
4293	1242337	6858605
4294	1242631	6858341
4295	1242827	6857540
4296	1243060	6856939
4297	1243353	6856669
4298	1243512	6855659
4299	1243748	6855077
4300	1243935	6854224
4301	1244115	6853333
4302	1244379	6852910
4303	1244557	6852007
4304	1244749	6851179
4305	1244913	6850203
4306	1245168	6849726
4307	1245348	6848840
4308	1245624	6848477
4309	1245796	6847547
4310	1246002	6846800
4311	1246310	6846616
4312	1246532	6845957
4313	1246744	6845244
4314	1246985	6844691
4315	1247200	6843999
4316	1247450	6843498
4317	1247626	6842587
4318	1247902	6842226
4319	1248098	6841429
4320	1248355	6840962
4321	1248638	6840645
4322	1248809	6839711
4323	1249045	6839132
4324	1249242	6838338
4325	1249419	6837438
4326	1249632	6836732
4327	1249817	6835878
4328	1250061	6835346
4329	1250258	6834551
4330	1250446	6833713
4331	1250664	6833040
4332	1250827	6832066
4333	1251082	6831592
4334	1251332	6831089
4335	1251589	6830631
4336	1251820	6830029
4337	1252045	6829394
4338	1252319	6829023
4339	1252516	6828233
4340	1252754	6827671
4341	1253031	6827317
4342	1253192	6826334
4343	1253455	6825906
4344	1253760	6825710
4345	1253956	6824916
4346	1254180	6824277
4347	1254417	6823709
4348	1254645	6823088
4349	1254826	6822219
4350	1255034	6821489
4351	1255209	6820585
4352	1255454	6820061
4353	1255647	6819254
4354	1255869	6818608
4355	1256047	6817717
4356	1256252	6816978
4357	1256510	6816527
4358	1256725	6815840
4359	1257064	6815827
4360	1257251	6814990
4361	1257469	6814321
4362	1257748	6813980
4363	1257926	6813094
4364	1258195	6812705
4365	1258473	6812360
4366	1258636	6811392
4367	1258893	6810936
4368	1259083	6810117
4369	1259304	6809463
4370	1259557	6808986
4371	1259738	6808122
4372	1259920	6807257
4373	1260105	6806413
4374	1260344	6805860
4375	1260583	6805309
4376	1260832	6804809
4377	1261128	6804561
4378	1261310	6803702
4379	1261557	6803191
4380	1261857	6802971
4381	1262070	6802277
4382	1262311	6801733
4383	1262491	6800865
4384	1262729	6800311
4385	1262894	6799359
4386	1263210	6799221
4387	1263417	6798499
4388	1263677	6798062
4389	1263919	6797524
4390	1264127	6796808
4391	1264424	6796571
4392	1264593	6795642
4393	1264838	6795124
4394	1265045	6794403
4395	1265251	6793677
4396	1265466	6792994
4397	1265673	6792274
4398	1265922	6791781
4399	1266209	6791485
4400	1266439	6790892
4401	1266666	6790276
4402	1266935	6789885
4403	1267111	6789000
4404	1267340	6788400
4405	1267648	6788221
4406	1267826	6787344
4407	1268087	6786915
4408	1268284	6786141
4409	1268530	6785631
4410	1268697	6784699
4411	1268930	6784118
4412	1269112	6783267
4413	1269439	6783190
4414	1269601	6782229
4415	1269838	6781675
4416	1270054	6781001
4417	1270298	6780483
4418	1270567	6780095
4419	1270747	6779236
4420	1271000	6778767
4421	1271288	6778481
4422	1271463	6777590
4423	1271713	6777106
4424	1271932	6776452
4425	1272175	6775930
4426	1272493	6775806
4427	1272649	6774816
4428	1272889	6774278
4429	1273112	6773648
4430	1273403	6773378
4431	1273554	6772364
4432	1273794	6771826
4433	1274015	6771189
4434	1274254	6770644
4435	1274517	6770225
4436	1274766	6769739
4437	1274960	6768955
4438	1275203	6768434
4439	1275438	6767866
4440	1275677	6767322
4441	1275882	6766599
4442	1276214	6766549
4443	1276415	6765808
4444	1276631	6765144
4445	1276801	6764233
4446	1277074	6763868
4447	1277264	6763071
4448	1277513	6762583
4449	1277692	6761718
4450	1277943	6761240
4451	1278123	6760390
4452	1278341	6759738
4453	1278615	6759378
4454	1278746	6758269
4455	1278887	6757210
4456	1279006	6756037
4457	1279141	6754946
4458	1279250	6753719
4459	1279362	6752510
4460	1279478	6751323
4461	1279598	6750154
4462	1279722	6749009
4463	1279837	6747818
4464	1279960	6746667
4465	1280166	6745957
4466	1280358	6745168
4467	1280625	6744782
4468	1280934	6744613
4469	1281160	6744006
4470	1281398	6743463
4471	1281628	6742880
4472	1281927	6742656
4473	1282109	6741819
4474	1282332	6741197
4475	1282605	6740843
4476	1282854	6740356
4477	1283034	6739512
4478	1283295	6739094
4479	1283544	6738610
4480	1283782	6738065
4481	1284041	6737639
4482	1284233	6736854
4483	1284496	6736445
4484	1284731	6735889
4485	1284978	6735398
4486	1285222	6734888
4487	1285555	6734843
4488	1285740	6734024
4489	1285931	6733238
4490	1286194	6732829
