iter	RMSE
197	40.62314226
198	40.60772677
199	40.58702533
200	40.56315296
201	40.54730577
202	40.53244764
203	40.51683213
204	40.48988791
205	40.46747309
206	40.44626647
207	40.42520676
208	40.38946712
209	40.37279715
210	40.34342064
211	40.32111428
212	40.30579287
213	40.2934351
214	40.28035914
215	40.26379087
216	40.25695547
217	40.23643575
218	40.22883577
219	40.20935747
220	40.18507943
221	40.16435866
222	40.15440716
223	40.145775
224	40.13065505
225	40.11063149
226	40.09399176
227	40.0782792
228	40.07041072
229	40.06328929
230	40.05025685
231	40.03346014
232	40.02436524
233	40.0071195
234	39.98723082
235	39.97334275
236	39.95977887
237	39.94175439
238	39.92973223
239	39.91551858
240	39.90308758
241	39.89200146
242	39.87768037
243	39.86694742
244	39.85156004
245	39.83762468
246	39.8286468
247	39.80909604
248	39.79053489
249	39.779136
250	39.76347563
251	39.74686592
252	39.73364863
253	39.70820215
254	39.69736619
255	39.67955783
256	39.66887111
257	39.65544542
258	39.63827494
259	39.62507073
260	39.61164219
261	39.59013318
262	39.57969846
263	39.56991349
264	39.56064262
265	39.54464737
266	39.52899027
267	39.52134377
268	39.50525509
269	39.49119484
270	39.47258854
271	39.45070659
272	39.42869733
273	39.41871817
274	39.40245492
275	39.38926952
276	39.37911276
277	39.36336299
278	39.3389051
279	39.3202509
280	39.29322925
281	39.28321164
282	39.27292124
283	39.26007563
284	39.24866394
285	39.23489663
286	39.22549678
287	39.21413293
288	39.19517822
289	39.17248354
290	39.16491438
291	39.15323896
292	39.14547319
293	39.12534759
294	39.11803117
295	39.10232747
296	39.08257415
297	39.07242685
298	39.06249049
299	39.05505683
300	39.04403149
301	39.03311667
302	39.02483451
303	39.0062643
304	38.99354479
305	38.97951941
306	38.97261998
307	38.95322108
308	38.94157846
309	38.92806063
310	38.9148176
311	38.90589278
312	38.89341874
313	38.8812028
314	38.87221184
315	38.85870249
316	38.84204436
317	38.82533557
318	38.81198403
319	38.79464303
320	38.77346926
321	38.76020611
322	38.752194
323	38.74210327
324	38.7364892
325	38.72669979
326	38.71256955
327	38.69764961
328	38.68681994
329	38.67688144
330	38.66345952
331	38.64725826
332	38.63876084
333	38.62344055
334	38.61155217
335	38.60063679
336	38.58437221
337	38.56856896
338	38.55300987
339	38.54808053
340	38.53796787
341	38.52660816
342	38.5065691
343	38.49243624
344	38.47675991
345	38.47021638
346	38.45857856
347	38.44287606
348	38.42107967
349	38.4096909
350	38.39961879
351	38.39537248
352	38.38331442
353	38.3760629
354	38.35666514
355	38.34503141
356	38.33222472
357	38.32385998
358	38.31435651
359	38.303475
360	38.29512466
361	38.28558648
362	38.27564311
363	38.26278284
364	38.25448297
365	38.24839148
366	38.23972811
367	38.22975487
368	38.20968034
369	38.19289536
370	38.17304489
371	38.16386912
372	38.15194963
373	38.13859494
374	38.11858322
375	38.11054013
376	38.1039157
377	38.09323742
378	38.0747398
379	38.05282135
380	38.03570617
381	38.02876325
382	38.00327557
383	37.99398931
384	37.98508721
385	37.97406129
386	37.96386804
387	37.94711208
388	37.92918634
389	37.91135241
390	37.90415269
391	37.89694463
392	37.88561571
393	37.86970771
394	37.8637607
395	37.8528724
396	37.84141447
397	37.82683908
398	37.81248428
399	37.79702464
400	37.7890151
401	37.77416509
402	37.76846447
403	37.76210722
404	37.74039473
405	37.72204743
406	37.71273673
407	37.70349515
408	37.69583132
409	37.67786451
410	37.67297904
411	37.65760515
412	37.63933392
413	37.62755278
414	37.62378209
415	37.61729231
416	37.60545512
417	37.59205096
418	37.58468611
419	37.57661867
420	37.56039845
421	37.55057099
422	37.54281406
423	37.53779708
424	37.5225437
425	37.51277671
426	37.50470506
427	37.49011706
428	37.46898256
429	37.46197689
430	37.45358273
431	37.44383582
432	37.43050215
433	37.42254397
434	37.41183916
435	37.39629861
436	37.38916918
437	37.37819065
438	37.3629244
439	37.35920615
440	37.34524986
441	37.33527668
442	37.32225366
443	37.31325215
444	37.29988312
445	37.2830865
446	37.27592265
447	37.26573681
448	37.25067819
449	37.2338537
450	37.22396982
451	37.21910989
452	37.20742132
453	37.19068232
454	37.18235756
455	37.17282219
456	37.16218043
457	37.14411186
458	37.13312914
459	37.1206383
460	37.11284699
461	37.09413948
462	37.0866601
463	37.0794697
464	37.07381322
465	37.0555548
466	37.04443179
467	37.03620675
468	37.03136067
469	37.02329245
470	37.01271041
471	37.00556414
472	36.99385092
473	36.98914061
474	36.98234672
475	36.96945788
476	36.96014188
477	36.94786836
478	36.93567797
479	36.92867265
480	36.92169316
481	36.91612407
482	36.90910788
483	36.90178702
484	36.8888228
485	36.87558054
486	36.86491885
487	36.84711148
488	36.84077439
489	36.83275903
490	36.82306718
491	36.81206326
492	36.80211058
493	36.79607999
494	36.77848765
495	36.76645795
496	36.76078922
497	36.75081834
498	36.73942344
499	36.72899249
500	36.71730321
501	36.70836911
502	36.69147151
503	36.68609775
504	36.67466114
505	36.66337217
506	36.65214456
507	36.64378824
508	36.63728195
509	36.62775028
510	36.61693568
511	36.61109093
512	36.60051521
513	36.58497785
514	36.57228969
515	36.55680966
516	36.54341675
517	36.53951684
518	36.53285324
519	36.52890595
520	36.52263509
521	36.5110634
522	36.49892097
523	36.49319187
524	36.48297418
525	36.47250898
526	36.45924296
527	36.45248356
528	36.44131993
529	36.43327611
530	36.42525371
531	36.4192883
532	36.40302525
533	36.3926836
534	36.38690294
535	36.3823927
536	36.37358102
537	36.3654743
538	36.35156643
539	36.34033547
540	36.33373561
541	36.32628717
542	36.31348681
543	36.3011052
544	36.28783472
545	36.27891566
546	36.26928835
547	36.2590964
548	36.25319687
549	36.24669622
550	36.23926048
551	36.23140351
552	36.22239767
553	36.21235
554	36.19401149
555	36.18151166
556	36.1696615
557	36.1621997
558	36.15159929
559	36.14063052
560	36.13573886
561	36.12206558
562	36.11562759
563	36.10560431
564	36.09574647
565	36.09262475
566	36.07610028
567	36.06408811
568	36.05746258
569	36.04421225
570	36.03725341
571	36.03103326
572	36.01432366
573	36.01061865
574	36.00506995
575	35.98752228
576	35.97739286
577	35.97258762
578	35.96372398
579	35.95836774
580	35.95192834
581	35.94341951
582	35.93674087
583	35.92680143
584	35.9199977
585	35.91566551
586	35.89748285
587	35.8927287
588	35.88489738
589	35.87516581
590	35.86477353
591	35.85948644
592	35.85488777
593	35.84047387
594	35.83311592
595	35.82395837
596	35.81687123
597	35.80349795
598	35.79179703
599	35.78293435
600	35.77465836
601	35.76515663
602	35.75253787
603	35.74602446
604	35.73515727
605	35.71989833
606	35.712072
607	35.69947145
608	35.6939084
609	35.6891153
610	35.68268945
611	35.67050631
612	35.66623857
613	35.66121965
614	35.65581353
615	35.64533507
616	35.63777238
617	35.6292315
618	35.62187587
619	35.61475741
620	35.60605234
621	35.5963098
622	35.59077514
623	35.58320679
624	35.57695772
625	35.5730706
626	35.56419053
627	35.55935914
628	35.55112617
629	35.54282592
630	35.53885633
631	35.53487292
632	35.52499196
633	35.51541154
634	35.49761586
635	35.49050075
636	35.48368032
637	35.46900988
638	35.46194858
639	35.45657016
640	35.44558294
641	35.43939155
642	35.43375042
643	35.42549421
644	35.41718987
645	35.41245771
646	35.39450585
647	35.38465732
648	35.37626727
649	35.35985898
650	35.35388108
651	35.34793801
652	35.34524769
653	35.340482
654	35.3321771
655	35.31907476
656	35.3090078
657	35.30246042
658	35.29435153
659	35.2880109
660	35.28268976
661	35.27386682
662	35.26494135
663	35.25917198
664	35.25274864
665	35.24697727
666	35.23733025
667	35.22659242
668	35.21356175
669	35.20786194
670	35.20349311
671	35.19845921
672	35.18629749
673	35.17936105
674	35.17284658
675	35.16358014
676	35.1586021
677	35.15167372
678	35.14854025
679	35.14150772
680	35.12997257
681	35.11581746
682	35.11122815
683	35.10782939
684	35.1007917
685	35.09200427
686	35.08440056
687	35.07983875
688	35.06930112
689	35.06301317
690	35.05408221
691	35.04669174
692	35.03215783
693	35.02631394
694	35.01839893
695	35.01216366
696	35.00345354
697	34.99751132
698	34.99430671
699	34.98023255
700	34.97128498
701	34.96712668
702	34.95597808
703	34.9405738
704	34.93016346
705	34.91925557
706	34.91071283
707	34.90590596
708	34.89375879
709	34.88944143
710	34.87904459
711	34.87217574
712	34.86744078
713	34.85504237
714	34.84736878
715	34.84285928
716	34.83585749
717	34.82734433
718	34.81540784
719	34.80816693
720	34.80225508
721	34.79358194
722	34.78822161
723	34.78324146
724	34.77817406
725	34.76708332
726	34.76062525
727	34.74881476
728	34.73752617
729	34.72938268
730	34.7241143
731	34.72221962
732	34.71641025
733	34.71295914
734	34.7063769
735	34.70087071
736	34.69652327
737	34.69264404
738	34.67906256
739	34.67673756
740	34.67072867
741	34.66617335
742	34.65676839
743	34.65126956
744	34.64078599
745	34.63810325
746	34.62855649
747	34.62122922
748	34.61111489
749	34.60372747
750	34.59784784
751	34.59053848
752	34.5847589
753	34.58177408
754	34.56911742
755	34.55872199
756	34.55062804
757	34.54021635
758	34.53031071
759	34.52071579
760	34.5054263
761	34.49867284
762	34.4861051
763	34.4765576
764	34.46954727
765	34.46403848
766	34.45757419
767	34.44726466
768	34.43992488
769	34.43533136
770	34.43093351
771	34.42583879
772	34.4110089
773	34.4045285
774	34.40098011
775	34.38994275
776	34.38551914
777	34.37752265
778	34.37203291
779	34.36823381
780	34.36410549
781	34.36076498
782	34.35787288
783	34.35090904
784	34.34328116
785	34.33439059
786	34.32344104
787	34.31546854
788	34.31016432
789	34.30255816
790	34.29314432
791	34.28473357
792	34.27559212
793	34.26769324
794	34.26298878
795	34.25670696
796	34.25449818
797	34.24999079
798	34.23876905
799	34.2319306
800	34.22105473
801	34.21702592
802	34.20535498
803	34.19823039
804	34.19562719
805	34.1920741
806	34.18611904
807	34.17989878
808	34.17043724
809	34.16218947
810	34.15780593
811	34.15027097
812	34.14190235
813	34.13806063
814	34.12730801
815	34.11979108
816	34.11012867
817	34.09583975
818	34.09216475
819	34.08532166
820	34.0793371
821	34.0752466
822	34.06284661
823	34.05412315
824	34.04489961
825	34.03692237
826	34.02696333
827	34.01973619
828	34.01541655
829	34.00925512
830	34.00204751
831	33.99591005
832	33.98767897
833	33.98368309
834	33.97469686
835	33.97145484
836	33.96606113
837	33.9593108
838	33.95091844
839	33.94340911
840	33.93561495
841	33.9303556
842	33.92593743
843	33.92181287
844	33.91596759
845	33.91008081
846	33.8984366
847	33.89320887
848	33.88602955
849	33.88131262
850	33.87553049
851	33.87191889
852	33.86987053
853	33.866857
854	33.85607284
855	33.84619786
856	33.8401476
857	33.83328007
858	33.82563692
859	33.81287837
860	33.80147871
861	33.79871217
862	33.78667326
863	33.77973859
864	33.77622148
865	33.76494706
866	33.75928264
867	33.75576965
868	33.74611722
869	33.73788623
870	33.73601129
871	33.7269168
872	33.72570193
873	33.72075589
874	33.71229787
875	33.70728094
876	33.70054458
877	33.69280707
878	33.68745182
879	33.67654122
880	33.67381459
881	33.66560984
882	33.65754113
883	33.65577624
884	33.65301027
885	33.64673696
886	33.63861036
887	33.63242699
888	33.62665074
889	33.61534815
890	33.60979518
891	33.5984162
892	33.59142381
893	33.58185464
894	33.575134
895	33.57136583
896	33.56213234
897	33.55726761
898	33.55026192
899	33.54556388
900	33.53732775
901	33.53000138
902	33.52181498
903	33.51781397
904	33.51238192
905	33.50492717
906	33.50180516
907	33.49538689
908	33.49074895
909	33.48256715
910	33.47814508
911	33.47495906
912	33.47224125
913	33.46422848
914	33.45795449
915	33.45464029
916	33.44902277
917	33.44159494
918	33.43554411
919	33.42835654
920	33.41615418
921	33.40721602
922	33.40324554
923	33.39739329
924	33.39225631
925	33.38054218
926	33.37295356
927	33.36925433
928	33.36457987
929	33.3554411
930	33.35029291
931	33.34593722
932	33.33693747
933	33.32989972
934	33.32473174
935	33.31413979
936	33.30173069
937	33.29807588
938	33.28969762
939	33.28551643
940	33.28088732
941	33.27491041
942	33.27272691
943	33.26173107
944	33.2579512
945	33.25342782
946	33.24540837
947	33.23775394
948	33.2305363
949	33.22068359
950	33.21229694
951	33.20926349
952	33.2060167
953	33.20188063
954	33.19737505
955	33.19310746
956	33.18485546
957	33.17527725
958	33.1706232
959	33.16024475
960	33.15261526
961	33.15137297
962	33.14585697
963	33.13489392
964	33.12843006
965	33.12100367
966	33.1136984
967	33.10925258
968	33.10464986
969	33.10115194
970	33.09936695
971	33.09390929
972	33.08489684
973	33.07945595
974	33.07594898
975	33.07160346
976	33.06919738
977	33.06262965
978	33.0575221
979	33.05177957
980	33.04628689
981	33.03884683
982	33.0304284
983	33.02455165
984	33.0212883
985	33.01565301
986	33.01049661
987	33.00318127
988	32.99709645
989	32.99242527
990	32.98759818
991	32.98515395
992	32.98183066
993	32.976424
994	32.96727533
995	32.95959316
996	32.95362206
997	32.95126825
998	32.94740469
999	32.9444943
1000	32.94054659
1001	32.93601328
1002	32.93162525
1003	32.92725106
1004	32.92059406
1005	32.91540834
1006	32.90786809
1007	32.90281997
1008	32.89248705
1009	32.88678313
1010	32.88048728
1011	32.87520529
1012	32.87103081
1013	32.86522356
1014	32.86165516
1015	32.85152466
1016	32.84715588
1017	32.84303249
1018	32.83721708
1019	32.82971999
1020	32.82557511
1021	32.81887496
1022	32.81383568
1023	32.80555587
1024	32.79287542
1025	32.78884344
1026	32.78539557
1027	32.78231457
1028	32.77613236
1029	32.77075621
1030	32.76678113
1031	32.75930499
1032	32.75640207
1033	32.75361334
1034	32.74313174
1035	32.73514212
1036	32.72880742
1037	32.72053353
1038	32.71560983
1039	32.71049814
1040	32.70331913
1041	32.69949409
1042	32.69632102
1043	32.69005148
1044	32.6849471
1045	32.68012952
1046	32.6751868
1047	32.67125827
1048	32.66279037
1049	32.659001
1050	32.65604389
1051	32.65030028
1052	32.64583179
1053	32.6390446
1054	32.63426554
1055	32.62732868
1056	32.61584329
1057	32.61143161
1058	32.60237323
1059	32.59762606
1060	32.59298187
1061	32.58772295
1062	32.58061736
1063	32.57168334
1064	32.56987258
1065	32.56389974
1066	32.56071346
1067	32.55584181
1068	32.54754828
1069	32.53876745
1070	32.53078283
1071	32.5272021
1072	32.51733112
1073	32.50968068
1074	32.50516687
1075	32.4963031
1076	32.49033624
1077	32.48666328
1078	32.48154158
1079	32.47492003
1080	32.47074287
1081	32.46454037
1082	32.45603479
1083	32.44714296
1084	32.44440902
1085	32.44235679
1086	32.4395313
1087	32.4343289
1088	32.42735089
1089	32.41982743
1090	32.41399472
1091	32.40577406
1092	32.39915007
1093	32.39373254
1094	32.38861081
1095	32.38388447
1096	32.37631013
1097	32.37048753
1098	32.36740618
1099	32.36289863
1100	32.35506807
1101	32.35265602
1102	32.34488338
1103	32.34156123
1104	32.3344538
1105	32.32646445
1106	32.32473632
1107	32.31843227
1108	32.31351756
1109	32.30648405
1110	32.29934438
1111	32.29330025
1112	32.28627868
1113	32.27890227
1114	32.27525105
1115	32.27042467
1116	32.26547646
1117	32.25951928
1118	32.25716229
1119	32.25121013
1120	32.24551558
1121	32.2417394
1122	32.23934508
1123	32.23130922
1124	32.22198995
1125	32.21577069
1126	32.21200578
1127	32.20537144
1128	32.19822247
1129	32.187186
1130	32.1812012
1131	32.17352827
1132	32.16960413
1133	32.16282972
1134	32.16202858
1135	32.15572383
1136	32.15123095
1137	32.14700844
1138	32.14380876
1139	32.13753987
1140	32.13232965
1141	32.12403197
1142	32.11741728
1143	32.10845962
1144	32.1031937
1145	32.09635098
1146	32.08476603
1147	32.07999821
1148	32.0725546
1149	32.06431226
1150	32.06065967
1151	32.05218694
1152	32.04887894
1153	32.04279251
1154	32.04037344
1155	32.03595667
1156	32.03105796
1157	32.02685094
1158	32.02082463
1159	32.01882111
1160	32.01452671
1161	32.00715695
1162	32.00177206
1163	31.99505453
1164	31.9899548
1165	31.98390668
1166	31.98153268
1167	31.9774083
1168	31.97347496
1169	31.96866247
1170	31.96357174
1171	31.96013396
1172	31.95236003
1173	31.9442404
1174	31.9371768
1175	31.93298552
1176	31.92728548
1177	31.920984
1178	31.91601966
1179	31.91048041
1180	31.90480614
1181	31.89700216
1182	31.89122119
1183	31.88706526
1184	31.87765861
1185	31.87095799
1186	31.86288887
1187	31.85669895
1188	31.85331097
1189	31.84632669
1190	31.84244182
1191	31.83460763
1192	31.82883191
1193	31.82425472
1194	31.81647911
1195	31.8118603
1196	31.80699514
1197	31.80118785
1198	31.79630777
1199	31.79265095
1200	31.78926279
1201	31.78058646
1202	31.77889677
1203	31.77421268
1204	31.76909744
1205	31.76511503
1206	31.7597423
1207	31.75349236
1208	31.74591564
1209	31.74114018
1210	31.73350394
1211	31.72911435
1212	31.72691933
1213	31.72267363
1214	31.7198656
1215	31.71449853
1216	31.70904895
1217	31.70341025
1218	31.69894986
1219	31.69494531
1220	31.68907582
1221	31.68504502
1222	31.6833169
1223	31.6779253
1224	31.6743115
1225	31.67046888
1226	31.66089781
1227	31.65482853
1228	31.6509702
1229	31.64418987
1230	31.64276489
1231	31.63669045
1232	31.63290335
1233	31.62866507
1234	31.62074619
1235	31.61427671
1236	31.60678021
1237	31.60337213
1238	31.59858849
1239	31.59165654
1240	31.58751134
1241	31.58367321
1242	31.57860067
1243	31.57558418
1244	31.5728701
1245	31.56842974
1246	31.56332297
1247	31.5569806
1248	31.55163602
1249	31.54253778
1250	31.53755406
1251	31.53265495
1252	31.52531323
1253	31.52019612
1254	31.51948251
1255	31.51417681
1256	31.51033477
1257	31.50359625
1258	31.49622428
1259	31.49028925
1260	31.48839283
1261	31.48624474
1262	31.48170328
1263	31.47511463
1264	31.47326091
1265	31.46878468
1266	31.46635839
1267	31.4625273
1268	31.45695854
1269	31.45276705
1270	31.44740644
1271	31.44294165
1272	31.43919839
1273	31.43450063
1274	31.43057325
1275	31.42907306
1276	31.42638329
1277	31.41660509
1278	31.41344195
1279	31.40422969
1280	31.39831931
1281	31.38944073
1282	31.38401546
1283	31.37701759
1284	31.37348861
1285	31.36817337
1286	31.36284375
1287	31.35744083
1288	31.35218686
1289	31.34699096
1290	31.34237878
1291	31.33905314
1292	31.33236877
1293	31.32482673
1294	31.31733176
1295	31.30843863
1296	31.30492386
1297	31.29846164
1298	31.29587199
1299	31.29204533
1300	31.28927628
1301	31.28299987
1302	31.27491749
1303	31.26999581
1304	31.2651713
1305	31.25848465
1306	31.25485783
1307	31.24630517
1308	31.24274284
1309	31.23836204
1310	31.23488671
1311	31.22929088
1312	31.22332033
1313	31.21641329
1314	31.21228762
1315	31.20745419
1316	31.20507526
1317	31.20085671
1318	31.19744828
1319	31.19319654
1320	31.18845157
1321	31.18488771
1322	31.18198553
1323	31.17707966
1324	31.17080606
1325	31.1660814
1326	31.16447191
1327	31.16227778
1328	31.15962089
1329	31.15313701
1330	31.14919959
1331	31.14421396
1332	31.13648728
1333	31.12838213
1334	31.12406496
1335	31.12114015
1336	31.11642831
1337	31.11045646
1338	31.10790887
1339	31.10274517
1340	31.10201858
1341	31.0951695
1342	31.09199063
1343	31.08435289
1344	31.07864841
1345	31.07395052
1346	31.06998777
1347	31.06390841
1348	31.06062775
1349	31.05639637
1350	31.05260482
1351	31.04910699
1352	31.04419203
1353	31.04026971
1354	31.0347851
1355	31.03016565
1356	31.02270501
1357	31.01627422
1358	31.01470973
1359	31.00439298
1360	30.99639467
1361	30.99220564
1362	30.98745545
1363	30.98094917
1364	30.97746371
1365	30.97532622
1366	30.96865542
1367	30.96474058
1368	30.96182629
1369	30.95714308
1370	30.95075837
1371	30.94578854
1372	30.93957386
1373	30.93803108
1374	30.93305238
1375	30.92718171
1376	30.92211589
1377	30.92062859
1378	30.91253346
1379	30.90778298
1380	30.90263709
1381	30.89785776
1382	30.88789686
1383	30.88457015
1384	30.87518812
1385	30.86659698
1386	30.86321493
1387	30.8613792
1388	30.85639327
1389	30.8497327
1390	30.84444189
1391	30.83721027
1392	30.83229236
1393	30.82839274
1394	30.82452004
1395	30.81811813
1396	30.81391686
1397	30.81221871
1398	30.80728652
1399	30.79998275
1400	30.79494402
1401	30.78883607
1402	30.78546779
1403	30.78009388
1404	30.77584624
1405	30.77034883
1406	30.76582697
1407	30.76185542
1408	30.75648082
1409	30.75330815
1410	30.74608086
1411	30.74316302
1412	30.73791399
1413	30.7323342
1414	30.72836863
1415	30.72204809
1416	30.71615428
1417	30.71039688
1418	30.70210529
1419	30.69952554
1420	30.69494508
1421	30.68934027
1422	30.68480647
1423	30.68245757
1424	30.67673344
1425	30.67009582
1426	30.66612048
1427	30.66484117
1428	30.65880892
1429	30.65585005
1430	30.65352305
1431	30.65109941
1432	30.64583634
1433	30.64028286
1434	30.63822007
1435	30.63591931
1436	30.62969692
1437	30.62700935
1438	30.6239543
1439	30.61777086
1440	30.61154823
1441	30.60475501
1442	30.60092647
1443	30.59608102
1444	30.59191138
1445	30.58500331
1446	30.58261913
1447	30.5816143
1448	30.57854609
1449	30.57468318
1450	30.57112895
1451	30.56648088
1452	30.55952732
1453	30.55658822
1454	30.55405147
1455	30.54959265
1456	30.54750128
1457	30.54241224
1458	30.53786873
1459	30.53258268
1460	30.52789242
1461	30.52374461
1462	30.52192998
1463	30.51600617
1464	30.5104429
1465	30.50872613
1466	30.50541519
1467	30.49833517
1468	30.49531918
1469	30.4911375
1470	30.48643047
1471	30.48319852
1472	30.48007882
1473	30.47649103
1474	30.47341396
1475	30.46976994
1476	30.46428315
1477	30.46091191
1478	30.45735133
1479	30.45504904
1480	30.44940528
1481	30.44356968
1482	30.43936008
1483	30.43065803
1484	30.42774118
1485	30.42247764
1486	30.41812973
1487	30.4160866
1488	30.41195652
1489	30.4094164
1490	30.40836243
1491	30.40058073
1492	30.39459158
1493	30.39347282
1494	30.3892945
1495	30.38283391
1496	30.37821091
1497	30.37595999
1498	30.37146112
1499	30.36733193
1500	30.36546796
1501	30.35775527
1502	30.35322065
1503	30.35053469
1504	30.34559532
1505	30.3366697
1506	30.33148263
1507	30.3232633
1508	30.31982587
1509	30.31621564
1510	30.31425795
1511	30.30987186
1512	30.30683363
1513	30.30301101
1514	30.30160834
1515	30.29657734
1516	30.29252161
1517	30.28612057
1518	30.28028141
1519	30.2732063
1520	30.26903405
1521	30.26172426
1522	30.25770225
1523	30.25399035
1524	30.24856916
1525	30.2438593
1526	30.24224961
1527	30.23854106
1528	30.23416843
1529	30.22876639
1530	30.22606938
1531	30.22233613
1532	30.21795242
1533	30.21455369
1534	30.21004477
1535	30.2061225
1536	30.20233784
1537	30.19692486
1538	30.19282776
1539	30.18745155
1540	30.18138687
1541	30.17739264
1542	30.17436207
1543	30.17160069
1544	30.16889681
1545	30.16358811
1546	30.15846931
1547	30.15609868
1548	30.1512658
1549	30.14694882
1550	30.14295879
1551	30.13653124
1552	30.13406252
1553	30.12764709
1554	30.12181577
1555	30.11999621
1556	30.1131447
1557	30.10741755
1558	30.1044799
1559	30.09934403
1560	30.09417745
1561	30.08598982
1562	30.08189516
1563	30.07819668
1564	30.0756231
1565	30.07035061
1566	30.06193693
1567	30.0564688
1568	30.05377565
1569	30.05018265
1570	30.04737823
1571	30.04379149
1572	30.03999516
1573	30.03530709
1574	30.02977081
1575	30.02619956
1576	30.0204013
1577	30.0162977
1578	30.01160768
1579	30.00746769
1580	30.00186996
1581	30.00074888
1582	29.99291951
1583	29.98689472
1584	29.98195884
1585	29.97602168
1586	29.96858227
1587	29.96760618
1588	29.96319402
1589	29.95746993
1590	29.95238818
1591	29.94917264
1592	29.94495877
1593	29.94060147
1594	29.93413576
1595	29.93046665
1596	29.92413109
1597	29.92035311
1598	29.91447962
1599	29.9091999
1600	29.90357141
1601	29.89771052
1602	29.89252499
1603	29.88893027
1604	29.88422203
1605	29.88014214
1606	29.87346716
1607	29.86931862
1608	29.86275792
1609	29.85889613
1610	29.85597648
1611	29.85082792
1612	29.84464883
1613	29.84158623
1614	29.83590783
1615	29.83210451
1616	29.82943182
1617	29.82609857
1618	29.82094486
1619	29.81781785
1620	29.81068435
1621	29.80727461
1622	29.80420817
1623	29.7987902
1624	29.79303098
1625	29.79204737
1626	29.78846888
1627	29.78489706
1628	29.78262611
1629	29.780105
1630	29.77796845
1631	29.77222116
1632	29.76892762
1633	29.76517252
1634	29.75841852
1635	29.75691565
1636	29.7524749
1637	29.74694989
1638	29.74273666
1639	29.7377354
1640	29.73353063
1641	29.73048944
1642	29.72555983
1643	29.72343357
1644	29.72288022
1645	29.71978287
1646	29.71484793
1647	29.71009433
1648	29.70646598
1649	29.70266476
1650	29.69642106
1651	29.68860036
1652	29.68312127
1653	29.67939533
1654	29.67314674
1655	29.67042502
1656	29.66553616
1657	29.66251559
1658	29.66088058
1659	29.65887341
1660	29.65466636
1661	29.65089322
1662	29.64955764
1663	29.64329474
1664	29.63894475
1665	29.6367036
